DateKey,Year,Month,Mdate
20190829,2019,August,29
20090721,2009,July,21
20091124,2009,November,24
20100113,2010,January,13
20100421,2010,April,21
20100424,2010,April,24
20101004,2010,October,4
20101116,2010,November,16
20110722,2011,July,22
20120422,2012,April,22
20130710,2013,July,10
20140105,2014,January,5
20140201,2014,February,1
20140203,2014,February,3
20131125,2013,November,25
20150110,2015,January,10
20150219,2015,February,19
20140827,2014,August,27
20151108,2015,November,8
20160323,2016,March,23
20160520,2016,May,20
20160612,2016,June,12
20160703,2016,July,3
20170720,2017,July,20
