DateKey,Year,Month,Mdate
20191119,2019,November,19
20090608,2009,June,8
20100524,2010,May,24
20100630,2010,June,30
20100909,2010,September,9
20110201,2011,February,1
20110217,2011,February,17
20110709,2011,July,9
20111109,2011,November,9
20120921,2012,September,21
20130114,2013,January,14
20130126,2013,January,26
20140403,2014,April,3
20140516,2014,May,16
20140803,2014,August,3
20140924,2014,September,24
20141005,2014,October,5
20160214,2016,February,14
20171110,2017,November,10
20180618,2018,June,18
20180130,2018,January,30
20190118,2019,January,18
