DateKey,Year,Month,Mdate
20191118,2019,November,18
20090711,2009,July,11
20091224,2009,December,24
20100301,2010,March,1
20100410,2010,April,10
20100731,2010,July,31
20101224,2010,December,24
20191012,2019,October,12
20110111,2011,January,11
20110514,2011,May,14
20110626,2011,June,26
20111215,2011,December,15
20121222,2012,December,22
20141003,2014,October,3
20150911,2015,September,11
20151012,2015,October,12
20170331,2017,March,31
20170702,2017,July,2
20170731,2017,July,31
20170803,2017,August,3
20180514,2018,May,14
20180709,2018,July,9
