DateKey,Year,Month,Mdate
20090718,2009,July,18
20091008,2009,October,8
20100621,2010,June,21
20101125,2010,November,25
20101205,2010,December,5
20110521,2011,May,21
20110815,2011,August,15
20111016,2011,October,16
20120116,2012,January,16
20120425,2012,April,25
20120522,2012,May,22
20120811,2012,August,11
20121026,2012,October,26
20131113,2013,November,13
20141202,2014,December,2
20150130,2015,January,30
20140811,2014,August,11
20150616,2015,June,16
20151213,2015,December,13
20160224,2016,February,24
20160329,2016,March,29
20161029,2016,October,29
20170109,2017,January,9
20180529,2018,May,29
20190211,2019,February,11
