DateKey,Year,Month,Mdate
20100602,2010,June,2
20101214,2010,December,14
20101222,2010,December,22
20110929,2011,September,29
20111220,2011,December,20
20120213,2012,February,13
20120403,2012,April,3
20140411,2014,April,11
20140902,2014,September,2
20150725,2015,July,25
20150522,2015,May,22
20160407,2016,April,7
20160711,2016,July,11
20161123,2016,November,23
20161221,2016,December,21
20171119,2017,November,19
20180116,2018,January,16
20180304,2018,March,4
20180309,2018,March,9
20181203,2018,December,3
20190802,2019,August,2
