DateKey,Year,Month,Mdate
20090804,2009,August,4
20090923,2009,September,23
20111201,2011,December,1
20120427,2012,April,27
20130227,2013,February,27
20130315,2013,March,15
20130718,2013,July,18
20120407,2012,April,7
20120410,2012,April,10
20140407,2014,April,7
20131009,2013,October,9
20151214,2015,December,14
20160817,2016,August,17
20170218,2017,February,18
20170512,2017,May,12
20161130,2016,November,30
20170712,2017,July,12
20171007,2017,October,7
20190128,2019,January,28
20190214,2019,February,14
20190708,2019,July,8
20191205,2019,December,5
20200206,2020,February,6
