DateKey,Year,Month,Mdate
20191130,2019,November,30
20100309,2010,March,9
20100701,2010,July,1
20101009,2010,October,9
20101202,2010,December,2
20101227,2010,December,27
20110509,2011,May,9
20111028,2011,October,28
20111101,2011,November,1
20120705,2012,July,5
20120916,2012,September,16
20121108,2012,November,8
20121114,2012,November,14
20140224,2014,February,24
20140410,2014,April,10
20150430,2015,April,30
20160409,2016,April,9
20160904,2016,September,4
20161017,2016,October,17
20180620,2018,June,20
20180215,2018,February,15
20180405,2018,April,5
20181004,2018,October,4
20191019,2019,October,19
