DateKey,Year,Month,Mdate
20090617,2009,June,17
20090710,2009,July,10
20090831,2009,August,31
20091230,2009,December,30
20110314,2011,March,14
20120622,2012,June,22
20120629,2012,June,29
20130308,2013,March,8
20150418,2015,April,18
20141002,2014,October,2
20151013,2015,October,13
20151205,2015,December,5
20151215,2015,December,15
20160319,2016,March,19
20160517,2016,May,17
20160723,2016,July,23
20170723,2017,July,23
20171203,2017,December,3
20180710,2018,July,10
20180419,2018,April,19
20181017,2018,October,17
20181108,2018,November,8
20190318,2019,March,18
20190413,2019,April,13
20191209,2019,December,9
20190730,2019,July,30
20200124,2020,January,24
