DateKey,Year,Month,Mdate
20191101,2019,November,1
20090618,2009,June,18
20090702,2009,July,2
20091129,2009,November,29
20100323,2010,March,23
20101021,2010,October,21
20110502,2011,May,2
20110708,2011,July,8
20110922,2011,September,22
20111111,2011,November,11
20120505,2012,May,5
20121023,2012,October,23
20130502,2013,May,2
20130801,2013,August,1
20130824,2013,August,24
20140530,2014,May,30
20150702,2015,July,2
20160625,2016,June,25
20160715,2016,July,15
20170417,2017,April,17
20170907,2017,September,7
20180504,2018,May,4
20180321,2018,March,21
20180329,2018,March,29
