DateKey,Year,Month,Mdate
20190929,2019,September,29
20090520,2009,May,20
20100228,2010,February,28
20110306,2011,March,6
20110630,2011,June,30
20111213,2011,December,13
20100818,2010,August,18
20120925,2012,September,25
20130202,2013,February,2
20130420,2013,April,20
20130622,2013,June,22
20140617,2014,June,17
20140628,2014,June,28
20131221,2013,December,21
20141101,2014,November,1
20180412,2018,April,12
20180413,2018,April,13
20190319,2019,March,19
20190514,2019,May,14
20190515,2019,May,15
20190611,2019,June,11
20190613,2019,June,13
