DateKey,Year,Month,Mdate
20090611,2009,June,11
20190831,2019,August,31
20100426,2010,April,26
20101119,2010,November,19
20101129,2010,November,29
20120119,2012,January,19
20140206,2014,February,6
20140610,2014,June,10
20140704,2014,July,4
20131122,2013,November,22
20150517,2015,May,17
20150815,2015,August,15
20160219,2016,February,19
20160624,2016,June,24
20170129,2017,January,29
20170214,2017,February,14
20170504,2017,May,4
20171224,2017,December,24
20180516,2018,May,16
20180903,2018,September,3
20181012,2018,October,12
20181225,2018,December,25
20200108,2020,January,8
20200113,2020,January,13
