DateKey,Year,Month,Mdate
20090612,2009,June,12
,2009,October,4
20100203,2010,February,3
20100612,2010,June,12
20100702,2010,July,2
20100727,2010,July,27
20110109,2011,January,9
20120320,2012,March,20
20121211,2012,December,11
20130223,2013,February,23
20130314,2013,March,14
20131101,2013,November,1
20131124,2013,November,24
20131205,2013,December,5
20131209,2013,December,9
20131210,2013,December,10
20131212,2013,December,12
20150119,2015,January,19
20141007,2014,October,7
20141026,2014,October,26
20160719,2016,July,19
20161121,2016,November,21
20181210,2018,December,10
20190105,2019,January,5
20200216,2020,February,16
