DateKey,Year,Month,Mdate
20191120,2019,November,20
20090809,2009,August,9
20091028,2009,October,28
20100121,2010,January,21
20100122,2010,January,22
20100707,2010,July,7
20100904,2010,September,4
20191008,2019,October,8
20111121,2011,November,21
20140107,2014,January,7
20150806,2015,August,6
20160627,2016,June,27
20160702,2016,July,2
20160822,2016,August,22
20160828,2016,August,28
20161006,2016,October,6
20170629,2017,June,29
20180612,2018,June,12
20181109,2018,November,9
20190825,2019,August,25
