DateKey,Year,Month,Mdate
20091013,2009,October,13
20110427,2011,April,27
20121018,2012,October,18
20121231,2012,December,31
20130519,2013,May,19
20140421,2014,April,21
20140510,2014,May,10
20140515,2014,May,15
20131213,2013,December,13
20141229,2014,December,29
20150221,2015,February,21
20151101,2015,November,1
20170321,2017,March,21
20170329,2017,March,29
20170410,2017,April,10
20171005,2017,October,5
20180502,2018,May,2
20180830,2018,August,30
20181130,2018,November,30
20200117,2020,January,17
