DateKey,Year,Month,Mdate
20191201,2019,December,1
20100529,2010,May,29
20100813,2010,August,13
20100925,2010,September,25
20110911,2011,September,11
20121030,2012,October,30
20130418,2013,April,18
20130504,2013,May,4
20130715,2013,July,15
20130723,2013,July,23
20130914,2013,September,14
20140317,2014,March,17
20140727,2014,July,27
20150426,2015,April,26
20150927,2015,September,27
20150929,2015,September,29
20170304,2017,March,4
20170627,2017,June,27
20171109,2017,November,9
20181116,2018,November,16
20190404,2019,April,4
