DateKey,Year,Month,Mdate
20090903,2009,September,3
20090920,2009,September,20
20100311,2010,March,11
20110327,2011,March,27
20191028,2019,October,28
20130708,2013,July,8
20130721,2013,July,21
20140321,2014,March,21
20140525,2014,May,25
20141226,2014,December,26
20160109,2016,January,9
20160302,2016,March,2
20170209,2017,February,9
20161026,2016,October,26
20171102,2017,November,2
20190220,2019,February,20
20190328,2019,March,28
20190521,2019,May,21
20190623,2019,June,23
20191227,2019,December,27
20200131,2020,January,31
