DateKey,Year,Month,Mdate
20190913,2019,September,13
20100523,2010,May,23
20100921,2010,September,21
20110607,2011,June,7
20111110,2011,November,10
20111114,2011,November,14
20120709,2012,July,9
20120718,2012,July,18
20130226,2013,February,26
20120331,2012,March,31
20140129,2014,January,29
20140207,2014,February,7
20140723,2014,July,23
20140917,2014,September,17
20150617,2015,June,17
20151203,2015,December,3
20160914,2016,September,14
20161028,2016,October,28
20171228,2017,December,28
20190316,2019,March,16
