DateKey,Year,Month,Mdate
20191003,2019,October,3
20100429,2010,April,29
20101207,2010,December,7
20101211,2010,December,11
20120430,2012,April,30
20120828,2012,August,28
20130806,2013,August,6
20140512,2014,May,12
20140713,2014,July,13
20141006,2014,October,6
20150803,2015,August,3
20150827,2015,August,27
20150908,2015,September,8
20151004,2015,October,4
20151212,2015,December,12
20170202,2017,February,2
20170324,2017,March,24
20181217,2018,December,17
20190120,2019,January,20
20190408,2019,April,8
