DateKey,Year,Month,Mdate
20100209,2010,February,9
20100519,2010,May,19
20110107,2011,January,7
20110310,2011,March,10
20110409,2011,April,9
20120521,2012,May,21
20120805,2012,August,5
20121008,2012,October,8
20121220,2012,December,20
20131016,2013,October,16
20140906,2014,September,6
20160926,2016,September,26
20161114,2016,November,14
20161120,2016,November,20
20161213,2016,December,13
20170630,2017,June,30
20180702,2018,July,2
20180307,2018,March,7
20180921,2018,September,21
20181206,2018,December,6
20191204,2019,December,4
20191220,2019,December,20
