DateKey,Year,Month,Mdate
20190830,2019,August,30
20090626,2009,June,26
20090724,2009,July,24
20090901,2009,September,1
20091115,2009,November,15
20100803,2010,August,3
20110129,2011,January,29
20110307,2011,March,7
20110426,2011,April,26
20111010,2011,October,10
20130419,2013,April,19
20131111,2013,November,11
20131114,2013,November,14
20141228,2014,December,28
20150101,2015,January,1
20150206,2015,February,6
20150313,2015,March,13
20160813,2016,August,13
20170326,2017,March,26
20161119,2016,November,19
20170922,2017,September,22
20190124,2019,January,24
